player_nickname,player_id,session_start_at,session_end_at,buy_in,buy_out,stack,net
"Niraj",iwDY1uLc9J,2023-11-16T02:42:23.868Z,,2500,,3660,1160
"Muuu",GFNjFBK-wh,2023-11-16T02:29:21.373Z,,2000,,4099,2099
"noah",zdVhbI3D5i,2023-11-16T02:15:39.379Z,,10000,,10210,210
"noah",zdVhbI3D5i,2023-11-16T02:13:51.788Z,2023-11-16T02:14:45.340Z,2000,0,0,-2000
"Tim",fXUJmq6Miv,2023-11-16T02:12:54.164Z,2023-11-16T03:25:56.800Z,1000,0,0,-1000
"noah",zdVhbI3D5i,2023-11-16T02:10:42.672Z,2023-11-16T02:12:54.161Z,4000,0,0,-4000
"noah",zdVhbI3D5i,2023-11-16T01:52:50.195Z,2023-11-16T02:09:11.493Z,2000,0,0,-2000
"Niraj",iwDY1uLc9J,2023-11-16T01:45:21.529Z,2023-11-16T02:40:38.036Z,2200,0,0,-2200
"Niraj",mMIjmh0HhX,2023-11-16T01:26:09.849Z,2023-11-16T01:43:03.080Z,2000,0,0,-2000
"cito",ug0-CrzeER,2023-11-16T01:17:05.574Z,,9000,,6736,-2264
"chong",Z9Ptp2nZKV,2023-11-16T01:13:42.984Z,,2000,,15720,13720
"Tim",fXUJmq6Miv,2023-11-16T00:57:06.533Z,2023-11-16T02:10:42.668Z,2000,1879,0,-121
"cito",ug0-CrzeER,2023-11-16T00:54:50.280Z,2023-11-16T01:15:49.021Z,2500,0,0,-2500
"Tim",fXUJmq6Miv,2023-11-16T00:50:20.906Z,2023-11-16T00:55:48.881Z,1000,0,0,-1000
"chong",Z9Ptp2nZKV,2023-11-16T00:49:05.620Z,2023-11-16T01:12:01.379Z,1000,0,0,-1000
"Rosstafarian",AcRKLUvz8e,2023-11-16T00:43:29.717Z,2023-11-16T01:28:53.031Z,1000,3152,0,2152
"noah",zdVhbI3D5i,2023-11-16T00:39:53.167Z,2023-11-16T01:21:01.155Z,2000,0,0,-2000
"chong",Z9Ptp2nZKV,2023-11-16T00:39:53.165Z,2023-11-16T00:47:43.149Z,1000,0,0,-1000
"Koong",xi4LxHkdeu,2023-11-16T00:39:11.071Z,,1000,,4373,3373
"Rosstafarian",AcRKLUvz8e,2023-11-16T00:39:11.063Z,2023-11-16T00:42:02.375Z,1000,0,0,-1000
"Koong",xi4LxHkdeu,,2023-11-16T00:38:36.764Z,1000,1000,0,0
"Chun",-6-yYmPWx-,2023-11-16T00:39:11.069Z,,2000,,3371,1371
