player_nickname,player_id,session_start_at,session_end_at,buy_in,buy_out,stack,net
"Muuu",wz04g67XLY,2023-12-05T18:04:21.148Z,,1000,,2036,1036
"noah",zdVhbI3D5i,2023-12-05T17:55:08.228Z,2023-12-05T18:00:35.536Z,1000,0,0,-1000
"Oliver",I3_cCYxrmW,2023-12-05T17:50:12.284Z,,1000,,1063,63
"noah",zdVhbI3D5i,2023-12-05T17:48:13.365Z,2023-12-05T17:53:24.564Z,1000,0,0,-1000
"cito",ug0-CrzeER,2023-12-05T17:41:24.157Z,,3000,,5387,2387
"noah",zdVhbI3D5i,2023-12-05T17:40:22.099Z,2023-12-05T17:47:44.596Z,1000,0,0,-1000
"Chong",-HxDqwL99V,2023-12-05T17:35:18.332Z,2023-12-05T18:47:35.811Z,1500,0,0,-1500
"cito",ug0-CrzeER,2023-12-05T17:35:18.330Z,2023-12-05T17:40:22.096Z,1500,0,0,-1500
"Muuu",wz04g67XLY,2023-12-05T17:28:40.519Z,2023-12-05T18:02:36.677Z,1000,0,0,-1000
"noah",zdVhbI3D5i,2023-12-05T17:26:35.815Z,2023-12-05T17:39:05.911Z,1000,0,0,-1000
"Chun",-6-yYmPWx-,2023-12-05T17:24:18.948Z,,1000,,6834,5834
"Chong",-HxDqwL99V,2023-12-05T17:23:16.653Z,2023-12-05T17:34:50.692Z,1000,0,0,-1000
"Koong",oeQCX6U6nd,2023-12-05T17:23:16.650Z,,1000,,1680,680
"cito",ug0-CrzeER,2023-12-05T17:23:16.647Z,2023-12-05T17:34:16.102Z,1000,0,0,-1000
