player_nickname,player_id,session_start_at,session_end_at,buy_in,buy_out,stack,net
"ODgoofyahhh",kBka-EGRbK,2023-10-16T22:31:03.620Z,,1000,,716,-284
"chong",Z9Ptp2nZKV,2023-10-16T22:24:45.803Z,,2000,,3432,1432
"chong",Z9Ptp2nZKV,2023-10-16T22:21:52.230Z,2023-10-16T22:23:36.299Z,1000,0,0,-1000
"ODgoofyahhh",kBka-EGRbK,2023-10-16T22:20:48.494Z,2023-10-16T22:29:37.101Z,1000,0,0,-1000
"noah",zdVhbI3D5i,2023-10-16T22:20:07.102Z,2023-10-16T22:38:52.032Z,1000,0,0,-1000
"ODgoofyahhh",kBka-EGRbK,2023-10-16T22:07:02.215Z,2023-10-16T22:20:07.098Z,1000,0,0,-1000
"ODgoofyahhh",kBka-EGRbK,2023-10-16T22:03:02.374Z,2023-10-16T22:06:47.946Z,1000,0,0,-1000
"noah",zdVhbI3D5i,2023-10-16T21:58:16.541Z,2023-10-16T22:19:10.085Z,1000,0,0,-1000
"ODgoofyahhh",kBka-EGRbK,2023-10-16T21:54:51.724Z,2023-10-16T21:58:16.537Z,1000,0,0,-1000
"Chun",-6-yYmPWx-,2023-10-16T21:54:51.726Z,,1000,,4200,3200
"Koong",OUlCAePqja,2023-10-16T21:54:51.722Z,,1000,,3652,2652
