player_nickname,player_id,session_start_at,session_end_at,buy_in,buy_out,stack,net
"noah",zdVhbI3D5i,2023-11-07T22:51:48.057Z,,2000,,1270,-730
"Chun",-6-yYmPWx-,2023-11-07T22:50:36.636Z,,2000,,2610,610
"cito",ug0-CrzeER,2023-11-07T21:37:39.363Z,,2000,,7090,5090
"ODgoofyahhh",kBka-EGRbK,2023-11-07T21:21:22.243Z,2023-11-07T21:47:34.073Z,1000,0,0,-1000
"Koong",-kXWR_9gv8,2023-11-07T21:19:34.358Z,,1000,,840,-160
"Rosstafarian",AcRKLUvz8e,2023-11-07T21:12:18.508Z,2023-11-07T21:19:34.355Z,1000,0,0,-1000
"chong",Z9Ptp2nZKV,2023-11-07T21:12:18.504Z,,1000,,3190,2190
"cito",ug0-CrzeER,2023-11-07T21:10:36.341Z,2023-11-07T21:37:20.736Z,2000,0,0,-2000
"ODgoofyahhh",kBka-EGRbK,2023-11-07T21:10:36.347Z,2023-11-07T21:20:22.013Z,1000,0,0,-1000
"Chun",-6-yYmPWx-,2023-11-07T21:10:36.338Z,2023-11-07T22:50:17.319Z,2000,0,0,-2000
